sample	species	genus	superkingdom	taxonReads
200313_A00902_A_L001_APMG-8-3	Synechococcus sp. WH 8020	Synechococcus	Bacteria	1
200313_A00902_A_L001_APMG-8-4	Synechococcus sp. WH 8020	Synechococcus	Bacteria	7
200313_A00902_A_L001_APMG-8-5	Synechococcus sp. WH 8020	Synechococcus	Bacteria	7
200313_A00902_A_L001_APMG-8-6	Synechococcus sp. WH 8020	Synechococcus	Bacteria	3
200313_A00902_A_L002_APMG-9-1	Synechococcus sp. WH 8020	Synechococcus	Bacteria	4
200313_A00902_A_L002_APMG-9-2	Synechococcus sp. WH 8020	Synechococcus	Bacteria	1
200313_A00902_A_L002_APMG-9-3	Synechococcus sp. WH 8020	Synechococcus	Bacteria	1
200313_A00902_A_L002_APMG-9-5	Synechococcus sp. WH 8020	Synechococcus	Bacteria	1
200313_A00902_A_L002_APMG-9-8	Synechococcus sp. WH 8020	Synechococcus	Bacteria	2
201118_A00902_B_L1-2_APMG_19_2	Synechococcus sp. WH 8020	Synechococcus	Bacteria	1
210810_A00902_B_L001_APMG-37-6	Synechococcus sp. WH 8020	Synechococcus	Bacteria	1
210810_A00902_B_L001_APMG-37-9	Synechococcus sp. WH 8020	Synechococcus	Bacteria	1
IE112L-3_S11	Synechococcus sp. WH 8020	Synechococcus	Bacteria	1
IE114L-2_S10	Synechococcus sp. WH 8020	Synechococcus	Bacteria	1
JK079L-2_S2	Synechococcus sp. WH 8020	Synechococcus	Bacteria	1
JK080L-11_S27	Synechococcus sp. WH 8020	Synechococcus	Bacteria	1
JK081L-8_S8	Synechococcus sp. WH 8020	Synechococcus	Bacteria	1
JK136L-2_S2	Synechococcus sp. WH 8020	Synechococcus	Bacteria	2
JK136L-4_S4	Synechococcus sp. WH 8020	Synechococcus	Bacteria	5
JK137L-3_S11	Synechococcus sp. WH 8020	Synechococcus	Bacteria	1
JK138L-2_S18	Synechococcus sp. WH 8020	Synechococcus	Bacteria	1
JK138L-3_S19	Synechococcus sp. WH 8020	Synechococcus	Bacteria	1
JK138L-4_S20	Synechococcus sp. WH 8020	Synechococcus	Bacteria	1
JK138L-6_S22	Synechococcus sp. WH 8020	Synechococcus	Bacteria	1
JK138L-7_S23	Synechococcus sp. WH 8020	Synechococcus	Bacteria	1
JoW002L-6_S14	Synechococcus sp. WH 8020	Synechococcus	Bacteria	4
StB097L-01_S1	Synechococcus sp. WH 8020	Synechococcus	Bacteria	1
StB097L-02_S2	Synechococcus sp. WH 8020	Synechococcus	Bacteria	1
StB097L-03_S3	Synechococcus sp. WH 8020	Synechococcus	Bacteria	1
StB097L-04_S4	Synechococcus sp. WH 8020	Synechococcus	Bacteria	1
StB097L-05_S5	Synechococcus sp. WH 8020	Synechococcus	Bacteria	1
StB106L-02_S10	Synechococcus sp. WH 8020	Synechococcus	Bacteria	1
StB106L-05_S13	Synechococcus sp. WH 8020	Synechococcus	Bacteria	5
StB108L-03_S19	Synechococcus sp. WH 8020	Synechococcus	Bacteria	1
StB109L-02_S26	Synechococcus sp. WH 8020	Synechococcus	Bacteria	1
WJ192L-1_S29	Synechococcus sp. WH 8020	Synechococcus	Bacteria	1
WJ196L-14_S14	Synechococcus sp. WH 8020	Synechococcus	Bacteria	1
191011_SND405_A_L007_APMG-6-1	Synechococcus sp. WH 8101	Synechococcus	Bacteria	1
200313_A00902_A_L001_APMG-8-10	Synechococcus sp. WH 8101	Synechococcus	Bacteria	1
200313_A00902_A_L001_APMG-8-5	Synechococcus sp. WH 8101	Synechococcus	Bacteria	1
200313_A00902_A_L002_APMG-9-1	Synechococcus sp. WH 8101	Synechococcus	Bacteria	1
200313_A00902_A_L002_APMG-9-2	Synechococcus sp. WH 8101	Synechococcus	Bacteria	1
200313_A00902_A_L002_APMG-9-9	Synechococcus sp. WH 8101	Synechococcus	Bacteria	1
201118_A00902_B_L1-2_APMG_19_14	Synechococcus sp. WH 8101	Synechococcus	Bacteria	1
201118_A00902_B_L1-2_APMG_19_3	Synechococcus sp. WH 8101	Synechococcus	Bacteria	2
210810_A00902_B_L001_APMG-37-4	Synechococcus sp. WH 8101	Synechococcus	Bacteria	1
210810_A00902_B_L001_APMG-37-9	Synechococcus sp. WH 8101	Synechococcus	Bacteria	1
210810_A00902_B_L002_APMG-38-2	Synechococcus sp. WH 8101	Synechococcus	Bacteria	1
210810_A00902_B_L002_APMG-38-3	Synechococcus sp. WH 8101	Synechococcus	Bacteria	2
BH194L-4_S16	Synechococcus sp. WH 8101	Synechococcus	Bacteria	1
BH194L-6_S26	Synechococcus sp. WH 8101	Synechococcus	Bacteria	1
BH195L-4_S29	Synechococcus sp. WH 8101	Synechococcus	Bacteria	1
ELS165S9	Synechococcus sp. WH 8101	Synechococcus	Bacteria	1
IE111L-1_S1	Synechococcus sp. WH 8101	Synechococcus	Bacteria	1
IE111L-6_S6	Synechococcus sp. WH 8101	Synechococcus	Bacteria	1
IE112L-3_S11	Synechococcus sp. WH 8101	Synechococcus	Bacteria	1
IE112L-5_S18	Synechococcus sp. WH 8101	Synechococcus	Bacteria	1
IE112L-6_S19	Synechococcus sp. WH 8101	Synechococcus	Bacteria	1
IE113L-1_S13	Synechococcus sp. WH 8101	Synechococcus	Bacteria	1
IE113L-3_S3	Synechococcus sp. WH 8101	Synechococcus	Bacteria	1
IE113L-5_S5	Synechococcus sp. WH 8101	Synechococcus	Bacteria	1
IE113L-7_S7	Synechococcus sp. WH 8101	Synechococcus	Bacteria	1
IE114L-2_S10	Synechococcus sp. WH 8101	Synechococcus	Bacteria	2
IE114L-3_S11	Synechococcus sp. WH 8101	Synechococcus	Bacteria	1
JK079L-5_S5	Synechococcus sp. WH 8101	Synechococcus	Bacteria	1
JK081L-12_S12	Synechococcus sp. WH 8101	Synechococcus	Bacteria	1
JK081L-13_S13	Synechococcus sp. WH 8101	Synechococcus	Bacteria	1
JK081L-2_S2	Synechococcus sp. WH 8101	Synechococcus	Bacteria	1
JK105L-6_S21	Synechococcus sp. WH 8101	Synechococcus	Bacteria	1
JK115L-2_S24	Synechococcus sp. WH 8101	Synechococcus	Bacteria	1
JK136L-2_S2	Synechococcus sp. WH 8101	Synechococcus	Bacteria	1
JK136L-3_S3	Synechococcus sp. WH 8101	Synechococcus	Bacteria	1
JK136L-7_S7	Synechococcus sp. WH 8101	Synechococcus	Bacteria	2
JK137L-1_S9	Synechococcus sp. WH 8101	Synechococcus	Bacteria	2
JK137L-4_S12	Synechococcus sp. WH 8101	Synechococcus	Bacteria	1
JK137L-5_S13	Synechococcus sp. WH 8101	Synechococcus	Bacteria	1
JK138L-1_S17	Synechococcus sp. WH 8101	Synechococcus	Bacteria	1
StB097L-02_S2	Synechococcus sp. WH 8101	Synechococcus	Bacteria	1
StB097L-03_S3	Synechococcus sp. WH 8101	Synechococcus	Bacteria	1
StB106L-02_S10	Synechococcus sp. WH 8101	Synechococcus	Bacteria	1
StB106L-04_S12	Synechococcus sp. WH 8101	Synechococcus	Bacteria	1
StB108L-03_S19	Synechococcus sp. WH 8101	Synechococcus	Bacteria	1
WJ192L-4_S31	Synechococcus sp. WH 8101	Synechococcus	Bacteria	1
WJ192L-5_S32	Synechococcus sp. WH 8101	Synechococcus	Bacteria	1
WJ196L-10_S10	Synechococcus sp. WH 8101	Synechococcus	Bacteria	2
WJ196L-12_S12	Synechococcus sp. WH 8101	Synechococcus	Bacteria	1
JK137L-5_S13	Synechococcus sp. WH 8103	Synechococcus	Bacteria	1
StB109L-04_S28	Synechococcus sp. WH 8103	Synechococcus	Bacteria	1
200313_A00902_A_L002_APMG-9-7	Synechococcus sp. WH 8108	Synechococcus	Bacteria	1
201118_A00902_B_L1-2_APMG_19_15	Synechococcus sp. WH 8109	Synechococcus	Bacteria	1
201118_A00902_B_L1-2_APMG_19_8	Synechococcus sp. WH 8109	Synechococcus	Bacteria	5
210810_A00902_B_L001_APMG-37-9	Synechococcus sp. WH 8109	Synechococcus	Bacteria	1
210810_A00902_B_L002_APMG-38-3	Synechococcus sp. WH 8109	Synechococcus	Bacteria	1
IE111L-1_S1	Synechococcus sp. WH 8109	Synechococcus	Bacteria	1
IE114L-1_S9	Synechococcus sp. WH 8109	Synechococcus	Bacteria	1
JK079L-10-WDH_S10	Synechococcus sp. WH 8109	Synechococcus	Bacteria	1
JK079L-5_S5	Synechococcus sp. WH 8109	Synechococcus	Bacteria	1
JK080L-2_S18	Synechococcus sp. WH 8109	Synechococcus	Bacteria	1
JK081L-1_S1	Synechococcus sp. WH 8109	Synechococcus	Bacteria	1
JK136L-3_S3	Synechococcus sp. WH 8109	Synechococcus	Bacteria	1
JK136L-4_S4	Synechococcus sp. WH 8109	Synechococcus	Bacteria	1
JoW003L-1_S17	Synechococcus sp. WH 8109	Synechococcus	Bacteria	1
StB106L-01_S9	Synechococcus sp. WH 8109	Synechococcus	Bacteria	1
StB106L-04_S12	Synechococcus sp. WH 8109	Synechococcus	Bacteria	1
StB106L-05_S13	Synechococcus sp. WH 8109	Synechococcus	Bacteria	1
WJ192L-5_S32	Synechococcus sp. WH 8109	Synechococcus	Bacteria	1
WJ194L-2_S22	Synechococcus sp. WH 8109	Synechococcus	Bacteria	1
191011_SND405_A_L007_APMG-6-1	unassigned Synechococcus species	Synechococcus	Bacteria	43
191011_SND405_A_L007_APMG-6-2	unassigned Synechococcus species	Synechococcus	Bacteria	62
191011_SND405_A_L007_APMG-6-3	unassigned Synechococcus species	Synechococcus	Bacteria	210
191011_SND405_A_L007_APMG-6-4	unassigned Synechococcus species	Synechococcus	Bacteria	347
191011_SND405_A_L007_APMG-6-5	unassigned Synechococcus species	Synechococcus	Bacteria	7
191011_SND405_A_L007_APMG-6-6	unassigned Synechococcus species	Synechococcus	Bacteria	28
200313_A00902_A_L001_APMG-8-1	unassigned Synechococcus species	Synechococcus	Bacteria	101
200313_A00902_A_L001_APMG-8-10	unassigned Synechococcus species	Synechococcus	Bacteria	257
200313_A00902_A_L001_APMG-8-11	unassigned Synechococcus species	Synechococcus	Bacteria	137
200313_A00902_A_L001_APMG-8-12	unassigned Synechococcus species	Synechococcus	Bacteria	178
200313_A00902_A_L001_APMG-8-2	unassigned Synechococcus species	Synechococcus	Bacteria	65
200313_A00902_A_L001_APMG-8-3	unassigned Synechococcus species	Synechococcus	Bacteria	77
200313_A00902_A_L001_APMG-8-4	unassigned Synechococcus species	Synechococcus	Bacteria	545
200313_A00902_A_L001_APMG-8-5	unassigned Synechococcus species	Synechococcus	Bacteria	354
200313_A00902_A_L001_APMG-8-6	unassigned Synechococcus species	Synechococcus	Bacteria	218
200313_A00902_A_L001_APMG-8-8	unassigned Synechococcus species	Synechococcus	Bacteria	26
200313_A00902_A_L001_APMG-8-9	unassigned Synechococcus species	Synechococcus	Bacteria	76
200313_A00902_A_L002_APMG-9-1	unassigned Synechococcus species	Synechococcus	Bacteria	132
200313_A00902_A_L002_APMG-9-10	unassigned Synechococcus species	Synechococcus	Bacteria	44
200313_A00902_A_L002_APMG-9-11	unassigned Synechococcus species	Synechococcus	Bacteria	33
200313_A00902_A_L002_APMG-9-2	unassigned Synechococcus species	Synechococcus	Bacteria	104
200313_A00902_A_L002_APMG-9-3	unassigned Synechococcus species	Synechococcus	Bacteria	75
200313_A00902_A_L002_APMG-9-5	unassigned Synechococcus species	Synechococcus	Bacteria	80
200313_A00902_A_L002_APMG-9-6	unassigned Synechococcus species	Synechococcus	Bacteria	69
200313_A00902_A_L002_APMG-9-7	unassigned Synechococcus species	Synechococcus	Bacteria	65
200313_A00902_A_L002_APMG-9-8	unassigned Synechococcus species	Synechococcus	Bacteria	97
200313_A00902_A_L002_APMG-9-9	unassigned Synechococcus species	Synechococcus	Bacteria	29
201118_A00902_B_L1-2_APMG_19_1	unassigned Synechococcus species	Synechococcus	Bacteria	38
201118_A00902_B_L1-2_APMG_19_10	unassigned Synechococcus species	Synechococcus	Bacteria	15
201118_A00902_B_L1-2_APMG_19_11	unassigned Synechococcus species	Synechococcus	Bacteria	18
201118_A00902_B_L1-2_APMG_19_12	unassigned Synechococcus species	Synechococcus	Bacteria	35
201118_A00902_B_L1-2_APMG_19_13	unassigned Synechococcus species	Synechococcus	Bacteria	41
201118_A00902_B_L1-2_APMG_19_14	unassigned Synechococcus species	Synechococcus	Bacteria	28
201118_A00902_B_L1-2_APMG_19_15	unassigned Synechococcus species	Synechococcus	Bacteria	41
201118_A00902_B_L1-2_APMG_19_16	unassigned Synechococcus species	Synechococcus	Bacteria	54
201118_A00902_B_L1-2_APMG_19_17	unassigned Synechococcus species	Synechococcus	Bacteria	29
201118_A00902_B_L1-2_APMG_19_2	unassigned Synechococcus species	Synechococcus	Bacteria	106
201118_A00902_B_L1-2_APMG_19_3	unassigned Synechococcus species	Synechococcus	Bacteria	30
201118_A00902_B_L1-2_APMG_19_5	unassigned Synechococcus species	Synechococcus	Bacteria	15
201118_A00902_B_L1-2_APMG_19_6	unassigned Synechococcus species	Synechococcus	Bacteria	4
201118_A00902_B_L1-2_APMG_19_7	unassigned Synechococcus species	Synechococcus	Bacteria	15
201118_A00902_B_L1-2_APMG_19_8	unassigned Synechococcus species	Synechococcus	Bacteria	8
201118_A00902_B_L1-2_APMG_19_9	unassigned Synechococcus species	Synechococcus	Bacteria	7
210810_A00902_B_L001_APMG-37-1	unassigned Synechococcus species	Synechococcus	Bacteria	27
210810_A00902_B_L001_APMG-37-10	unassigned Synechococcus species	Synechococcus	Bacteria	16
210810_A00902_B_L001_APMG-37-11	unassigned Synechococcus species	Synechococcus	Bacteria	13
210810_A00902_B_L001_APMG-37-2	unassigned Synechococcus species	Synechococcus	Bacteria	26
210810_A00902_B_L001_APMG-37-3	unassigned Synechococcus species	Synechococcus	Bacteria	50
210810_A00902_B_L001_APMG-37-4	unassigned Synechococcus species	Synechococcus	Bacteria	22
210810_A00902_B_L001_APMG-37-6	unassigned Synechococcus species	Synechococcus	Bacteria	19
210810_A00902_B_L001_APMG-37-7	unassigned Synechococcus species	Synechococcus	Bacteria	26
210810_A00902_B_L001_APMG-37-8	unassigned Synechococcus species	Synechococcus	Bacteria	32
210810_A00902_B_L001_APMG-37-9	unassigned Synechococcus species	Synechococcus	Bacteria	24
210810_A00902_B_L002_APMG-38-1	unassigned Synechococcus species	Synechococcus	Bacteria	31
210810_A00902_B_L002_APMG-38-10	unassigned Synechococcus species	Synechococcus	Bacteria	27
210810_A00902_B_L002_APMG-38-15	unassigned Synechococcus species	Synechococcus	Bacteria	22
210810_A00902_B_L002_APMG-38-2	unassigned Synechococcus species	Synechococcus	Bacteria	23
210810_A00902_B_L002_APMG-38-3	unassigned Synechococcus species	Synechococcus	Bacteria	37
210810_A00902_B_L002_APMG-38-4	unassigned Synechococcus species	Synechococcus	Bacteria	18
210810_A00902_B_L002_APMG-38-5	unassigned Synechococcus species	Synechococcus	Bacteria	27
210810_A00902_B_L002_APMG-38-7	unassigned Synechococcus species	Synechococcus	Bacteria	37
210810_A00902_B_L002_APMG-38-8	unassigned Synechococcus species	Synechococcus	Bacteria	32
210810_A00902_B_L002_APMG-38-9	unassigned Synechococcus species	Synechococcus	Bacteria	37
BH193L-1_S22	unassigned Synechococcus species	Synechococcus	Bacteria	18
BH193L-2_S19	unassigned Synechococcus species	Synechococcus	Bacteria	29
BH193L-2_S20	unassigned Synechococcus species	Synechococcus	Bacteria	19
BH193L-3_S20	unassigned Synechococcus species	Synechococcus	Bacteria	42
BH193L-4_S23	unassigned Synechococcus species	Synechococcus	Bacteria	28
BH193L-5_S24	unassigned Synechococcus species	Synechococcus	Bacteria	18
BH194L-1_S25	unassigned Synechococcus species	Synechococcus	Bacteria	35
BH194L-2_S26	unassigned Synechococcus species	Synechococcus	Bacteria	29
BH194L-3_S25	unassigned Synechococcus species	Synechococcus	Bacteria	25
BH194L-4_S16	unassigned Synechococcus species	Synechococcus	Bacteria	22
BH194L-4_S17	unassigned Synechococcus species	Synechococcus	Bacteria	21
BH194L-6_S26	unassigned Synechococcus species	Synechococcus	Bacteria	29
BH194L-7_S17	unassigned Synechococcus species	Synechococcus	Bacteria	32
BH194L-7_S18	unassigned Synechococcus species	Synechococcus	Bacteria	20
BH195L-1_S27	unassigned Synechococcus species	Synechococcus	Bacteria	29
BH195L-2_S18	unassigned Synechococcus species	Synechococcus	Bacteria	35
BH195L-2_S19	unassigned Synechococcus species	Synechococcus	Bacteria	22
BH195L-3_S28	unassigned Synechococcus species	Synechococcus	Bacteria	24
BH195L-4_S29	unassigned Synechococcus species	Synechococcus	Bacteria	19
ELS162S7	unassigned Synechococcus species	Synechococcus	Bacteria	34
ELS163S8	unassigned Synechococcus species	Synechococcus	Bacteria	14
ELS165S9	unassigned Synechococcus species	Synechococcus	Bacteria	31
ELS167S10	unassigned Synechococcus species	Synechococcus	Bacteria	37
IE111L-1_S1	unassigned Synechococcus species	Synechococcus	Bacteria	29
IE111L-2_S2	unassigned Synechococcus species	Synechococcus	Bacteria	26
IE111L-3_S3	unassigned Synechococcus species	Synechococcus	Bacteria	28
IE111L-4_S1	unassigned Synechococcus species	Synechococcus	Bacteria	32
IE111L-5_S5	unassigned Synechococcus species	Synechococcus	Bacteria	48
IE111L-6_S6	unassigned Synechococcus species	Synechococcus	Bacteria	24
IE111L-7_S7	unassigned Synechococcus species	Synechococcus	Bacteria	16
IE112L-1_S9	unassigned Synechococcus species	Synechococcus	Bacteria	35
IE112L-2_S10	unassigned Synechococcus species	Synechococcus	Bacteria	14
IE112L-3_S11	unassigned Synechococcus species	Synechococcus	Bacteria	17
IE112L-4_S17	unassigned Synechococcus species	Synechococcus	Bacteria	25
IE112L-5_S18	unassigned Synechococcus species	Synechococcus	Bacteria	25
IE112L-6_S19	unassigned Synechococcus species	Synechococcus	Bacteria	17
IE112L-7_S12	unassigned Synechococcus species	Synechococcus	Bacteria	19
IE113L-1_S13	unassigned Synechococcus species	Synechococcus	Bacteria	63
IE113L-2_S14	unassigned Synechococcus species	Synechococcus	Bacteria	57
IE113L-3_S3	unassigned Synechococcus species	Synechococcus	Bacteria	37
IE113L-4_S4	unassigned Synechococcus species	Synechococcus	Bacteria	56
IE113L-5_S5	unassigned Synechococcus species	Synechococcus	Bacteria	42
IE113L-6_S6	unassigned Synechococcus species	Synechococcus	Bacteria	48
IE113L-7_S7	unassigned Synechococcus species	Synechococcus	Bacteria	46
IE114L-1_S9	unassigned Synechococcus species	Synechococcus	Bacteria	39
IE114L-2_S10	unassigned Synechococcus species	Synechococcus	Bacteria	58
IE114L-3_S11	unassigned Synechococcus species	Synechococcus	Bacteria	71
JK079L-1_S1	unassigned Synechococcus species	Synechococcus	Bacteria	10
JK079L-10-WDH_S10	unassigned Synechococcus species	Synechococcus	Bacteria	9
JK079L-11-WDH_S11	unassigned Synechococcus species	Synechococcus	Bacteria	9
JK079L-12-WDH_S12	unassigned Synechococcus species	Synechococcus	Bacteria	7
JK079L-13-WDH_S13	unassigned Synechococcus species	Synechococcus	Bacteria	12
JK079L-14-WDH_S14	unassigned Synechococcus species	Synechococcus	Bacteria	28
JK079L-2_S2	unassigned Synechococcus species	Synechococcus	Bacteria	44
JK079L-3_S3	unassigned Synechococcus species	Synechococcus	Bacteria	16
JK079L-4_S4	unassigned Synechococcus species	Synechococcus	Bacteria	7
JK079L-5_S5	unassigned Synechococcus species	Synechococcus	Bacteria	42
JK079L-6-WDH_S6	unassigned Synechococcus species	Synechococcus	Bacteria	36
JK079L-7-WDH_S7	unassigned Synechococcus species	Synechococcus	Bacteria	17
JK079L-8_S8	unassigned Synechococcus species	Synechococcus	Bacteria	49
JK079L-9_S9	unassigned Synechococcus species	Synechococcus	Bacteria	12
JK080L-1_S17	unassigned Synechococcus species	Synechococcus	Bacteria	12
JK080L-10_S26	unassigned Synechococcus species	Synechococcus	Bacteria	18
JK080L-11_S27	unassigned Synechococcus species	Synechococcus	Bacteria	34
JK080L-12_S28	unassigned Synechococcus species	Synechococcus	Bacteria	25
JK080L-13_S29	unassigned Synechococcus species	Synechococcus	Bacteria	74
JK080L-14_S30	unassigned Synechococcus species	Synechococcus	Bacteria	31
JK080L-2_S18	unassigned Synechococcus species	Synechococcus	Bacteria	14
JK080L-3_S19	unassigned Synechococcus species	Synechococcus	Bacteria	4
JK080L-4_S20	unassigned Synechococcus species	Synechococcus	Bacteria	10
JK080L-6_S22	unassigned Synechococcus species	Synechococcus	Bacteria	20
JK080L-7_S23	unassigned Synechococcus species	Synechococcus	Bacteria	9
JK080L-8_S24	unassigned Synechococcus species	Synechococcus	Bacteria	32
JK080L-9_S25	unassigned Synechococcus species	Synechococcus	Bacteria	40
JK081L-1_S1	unassigned Synechococcus species	Synechococcus	Bacteria	69
JK081L-11_S11	unassigned Synechococcus species	Synechococcus	Bacteria	25
JK081L-12_S12	unassigned Synechococcus species	Synechococcus	Bacteria	29
JK081L-13_S13	unassigned Synechococcus species	Synechococcus	Bacteria	8
JK081L-2_S2	unassigned Synechococcus species	Synechococcus	Bacteria	31
JK081L-3_S3	unassigned Synechococcus species	Synechococcus	Bacteria	26
JK081L-4_S4	unassigned Synechococcus species	Synechococcus	Bacteria	28
JK081L-6_S6	unassigned Synechococcus species	Synechococcus	Bacteria	43
JK081L-7_S7	unassigned Synechococcus species	Synechococcus	Bacteria	25
JK081L-8_S8	unassigned Synechococcus species	Synechococcus	Bacteria	19
JK081L-9_S9	unassigned Synechococcus species	Synechococcus	Bacteria	21
JK105L-6_S21	unassigned Synechococcus species	Synechococcus	Bacteria	96
JK109L-4_S21	unassigned Synechococcus species	Synechococcus	Bacteria	41
JK109L-4_S22	unassigned Synechococcus species	Synechococcus	Bacteria	58
JK109L-5_S30	unassigned Synechococcus species	Synechococcus	Bacteria	18
JK109L-6_S31	unassigned Synechococcus species	Synechococcus	Bacteria	17
JK115L-2_S24	unassigned Synechococcus species	Synechococcus	Bacteria	53
JK115L-4_S23	unassigned Synechococcus species	Synechococcus	Bacteria	31
JK136L-2_S2	unassigned Synechococcus species	Synechococcus	Bacteria	94
JK136L-3_S3	unassigned Synechococcus species	Synechococcus	Bacteria	46
JK136L-4_S4	unassigned Synechococcus species	Synechococcus	Bacteria	263
JK136L-5_S5	unassigned Synechococcus species	Synechococcus	Bacteria	46
JK136L-6_S6	unassigned Synechococcus species	Synechococcus	Bacteria	68
JK136L-7_S7	unassigned Synechococcus species	Synechococcus	Bacteria	16
JK137L-1_S9	unassigned Synechococcus species	Synechococcus	Bacteria	11
JK137L-2_S10	unassigned Synechococcus species	Synechococcus	Bacteria	7
JK137L-3_S11	unassigned Synechococcus species	Synechococcus	Bacteria	21
JK137L-4_S12	unassigned Synechococcus species	Synechococcus	Bacteria	24
JK137L-5_S13	unassigned Synechococcus species	Synechococcus	Bacteria	11
JK137L-6_S14	unassigned Synechococcus species	Synechococcus	Bacteria	10
JK137L-7_S15	unassigned Synechococcus species	Synechococcus	Bacteria	9
JK138L-1_S17	unassigned Synechococcus species	Synechococcus	Bacteria	21
JK138L-2_S18	unassigned Synechococcus species	Synechococcus	Bacteria	36
JK138L-3_S19	unassigned Synechococcus species	Synechococcus	Bacteria	92
JK138L-4_S20	unassigned Synechococcus species	Synechococcus	Bacteria	194
JK138L-6_S22	unassigned Synechococcus species	Synechococcus	Bacteria	46
JK138L-7_S23	unassigned Synechococcus species	Synechococcus	Bacteria	56
JoW001L-1_S1	unassigned Synechococcus species	Synechococcus	Bacteria	10
JoW001L-2_S2	unassigned Synechococcus species	Synechococcus	Bacteria	29
JoW001L-3_S3	unassigned Synechococcus species	Synechococcus	Bacteria	20
JoW001L-4_S4	unassigned Synechococcus species	Synechococcus	Bacteria	9
JoW001L-5_S5	unassigned Synechococcus species	Synechococcus	Bacteria	17
JoW001L-6_S6	unassigned Synechococcus species	Synechococcus	Bacteria	4
JoW002L-1_S9	unassigned Synechococcus species	Synechococcus	Bacteria	3
JoW002L-2_S10	unassigned Synechococcus species	Synechococcus	Bacteria	2
JoW002L-5_S13	unassigned Synechococcus species	Synechococcus	Bacteria	11
JoW002L-6_S14	unassigned Synechococcus species	Synechococcus	Bacteria	10
JoW003L-1_S17	unassigned Synechococcus species	Synechococcus	Bacteria	3
JoW003L-2_S18	unassigned Synechococcus species	Synechococcus	Bacteria	4
JoW003L-3_S19	unassigned Synechococcus species	Synechococcus	Bacteria	6
JoW003L-4_S20	unassigned Synechococcus species	Synechococcus	Bacteria	10
JoW003L-5_S21	unassigned Synechococcus species	Synechococcus	Bacteria	6
JoW004L-1_S25	unassigned Synechococcus species	Synechococcus	Bacteria	2
JoW004L-2_S26	unassigned Synechococcus species	Synechococcus	Bacteria	3
JoW004L-3_S27	unassigned Synechococcus species	Synechococcus	Bacteria	2
JoW004L-4_S28	unassigned Synechococcus species	Synechococcus	Bacteria	2
JoW004L-5_S29	unassigned Synechococcus species	Synechococcus	Bacteria	1
JoW004L-6_S30	unassigned Synechococcus species	Synechococcus	Bacteria	2
