sample	family	superkingdom	taxonReads
201118_A00902_B_L1-2_APMG_19_19	Chitinibacteraceae	Bacteria	1
201118_A00902_B_L1-2_APMG_19_2	Chitinibacteraceae	Bacteria	173
201118_A00902_B_L1-2_APMG_19_22	Chitinibacteraceae	Bacteria	1
201118_A00902_B_L1-2_APMG_19_3	Chitinibacteraceae	Bacteria	103
201118_A00902_B_L1-2_APMG_19_4	Chitinibacteraceae	Bacteria	1
201118_A00902_B_L1-2_APMG_19_5	Chitinibacteraceae	Bacteria	191
201118_A00902_B_L1-2_APMG_19_6	Chitinibacteraceae	Bacteria	135
201118_A00902_B_L1-2_APMG_19_7	Chitinibacteraceae	Bacteria	50
201118_A00902_B_L1-2_APMG_19_8	Chitinibacteraceae	Bacteria	870
201118_A00902_B_L1-2_APMG_19_9	Chitinibacteraceae	Bacteria	75
210810_A00902_B_L001_APMG-37-1	Chitinibacteraceae	Bacteria	125
210810_A00902_B_L001_APMG-37-10	Chitinibacteraceae	Bacteria	145
210810_A00902_B_L001_APMG-37-11	Chitinibacteraceae	Bacteria	256
210810_A00902_B_L001_APMG-37-2	Chitinibacteraceae	Bacteria	152
210810_A00902_B_L001_APMG-37-3	Chitinibacteraceae	Bacteria	193
210810_A00902_B_L001_APMG-37-4	Chitinibacteraceae	Bacteria	183
210810_A00902_B_L001_APMG-37-6	Chitinibacteraceae	Bacteria	334
210810_A00902_B_L001_APMG-37-7	Chitinibacteraceae	Bacteria	155
210810_A00902_B_L001_APMG-37-8	Chitinibacteraceae	Bacteria	373
210810_A00902_B_L001_APMG-37-9	Chitinibacteraceae	Bacteria	233
210810_A00902_B_L002_APMG-38-1	Chitinibacteraceae	Bacteria	105
210810_A00902_B_L002_APMG-38-10	Chitinibacteraceae	Bacteria	1397
210810_A00902_B_L002_APMG-38-15	Chitinibacteraceae	Bacteria	56
210810_A00902_B_L002_APMG-38-2	Chitinibacteraceae	Bacteria	325
210810_A00902_B_L002_APMG-38-3	Chitinibacteraceae	Bacteria	438
210810_A00902_B_L002_APMG-38-4	Chitinibacteraceae	Bacteria	641
210810_A00902_B_L002_APMG-38-5	Chitinibacteraceae	Bacteria	657
210810_A00902_B_L002_APMG-38-7	Chitinibacteraceae	Bacteria	252
210810_A00902_B_L002_APMG-38-8	Chitinibacteraceae	Bacteria	655
210810_A00902_B_L002_APMG-38-9	Chitinibacteraceae	Bacteria	482
BH193L-1_S22	Chitinibacteraceae	Bacteria	86
BH193L-2_S19	Chitinibacteraceae	Bacteria	141
BH193L-2_S20	Chitinibacteraceae	Bacteria	75
BH193L-3_S20	Chitinibacteraceae	Bacteria	147
BH193L-4_S23	Chitinibacteraceae	Bacteria	105
BH193L-5_S24	Chitinibacteraceae	Bacteria	103
BH194L-1_S25	Chitinibacteraceae	Bacteria	1275
BH194L-2_S26	Chitinibacteraceae	Bacteria	460
BH194L-3_S25	Chitinibacteraceae	Bacteria	73
BH194L-4_S16	Chitinibacteraceae	Bacteria	445
BH194L-4_S17	Chitinibacteraceae	Bacteria	281
BH194L-6_S26	Chitinibacteraceae	Bacteria	280
BH194L-7_S17	Chitinibacteraceae	Bacteria	187
BH194L-7_S18	Chitinibacteraceae	Bacteria	124
BH195L-1_S27	Chitinibacteraceae	Bacteria	382
BH195L-2_S18	Chitinibacteraceae	Bacteria	639
BH195L-2_S19	Chitinibacteraceae	Bacteria	383
BH195L-3_S28	Chitinibacteraceae	Bacteria	508
BH195L-4_S29	Chitinibacteraceae	Bacteria	471
ELS162S7	Chitinibacteraceae	Bacteria	71
ELS163S8	Chitinibacteraceae	Bacteria	45
ELS165S9	Chitinibacteraceae	Bacteria	47
ELS167S10	Chitinibacteraceae	Bacteria	201
IE111L-1_S1	Chitinibacteraceae	Bacteria	126
IE111L-2_S2	Chitinibacteraceae	Bacteria	125
IE111L-3_S3	Chitinibacteraceae	Bacteria	163
IE111L-4_S1	Chitinibacteraceae	Bacteria	91
IE111L-5_S5	Chitinibacteraceae	Bacteria	92
IE111L-6_S6	Chitinibacteraceae	Bacteria	61
IE111L-7_S7	Chitinibacteraceae	Bacteria	51
IE112L-1_S9	Chitinibacteraceae	Bacteria	218
IE112L-2_S10	Chitinibacteraceae	Bacteria	290
IE112L-3_S11	Chitinibacteraceae	Bacteria	40
IE112L-4_S17	Chitinibacteraceae	Bacteria	39
IE112L-5_S18	Chitinibacteraceae	Bacteria	37
IE112L-6_S19	Chitinibacteraceae	Bacteria	72
IE112L-7_S12	Chitinibacteraceae	Bacteria	652
IE113L-1_S13	Chitinibacteraceae	Bacteria	160
IE113L-2_S14	Chitinibacteraceae	Bacteria	112
IE113L-3_S3	Chitinibacteraceae	Bacteria	96
IE113L-4_S4	Chitinibacteraceae	Bacteria	266
IE113L-5_S5	Chitinibacteraceae	Bacteria	110
IE113L-6_S6	Chitinibacteraceae	Bacteria	107
IE113L-7_S7	Chitinibacteraceae	Bacteria	527
IE114L-1_S9	Chitinibacteraceae	Bacteria	371
IE114L-2_S10	Chitinibacteraceae	Bacteria	125
IE114L-3_S11	Chitinibacteraceae	Bacteria	187
JK079L-1_S1	Chitinibacteraceae	Bacteria	243
JK079L-10-WDH_S10	Chitinibacteraceae	Bacteria	67
JK079L-11-WDH_S11	Chitinibacteraceae	Bacteria	79
JK079L-12-WDH_S12	Chitinibacteraceae	Bacteria	85
JK079L-13-WDH_S13	Chitinibacteraceae	Bacteria	250
JK079L-14-WDH_S14	Chitinibacteraceae	Bacteria	159
JK079L-2_S2	Chitinibacteraceae	Bacteria	303
JK079L-3_S3	Chitinibacteraceae	Bacteria	207
JK079L-4_S4	Chitinibacteraceae	Bacteria	68
JK079L-5_S5	Chitinibacteraceae	Bacteria	84
JK079L-6-WDH_S6	Chitinibacteraceae	Bacteria	108
JK079L-7-WDH_S7	Chitinibacteraceae	Bacteria	102
JK079L-8_S8	Chitinibacteraceae	Bacteria	119
JK079L-9_S9	Chitinibacteraceae	Bacteria	133
JK080L-1_S17	Chitinibacteraceae	Bacteria	134
JK080L-10_S26	Chitinibacteraceae	Bacteria	105
JK080L-11_S27	Chitinibacteraceae	Bacteria	219
JK080L-12_S28	Chitinibacteraceae	Bacteria	105
JK080L-13_S29	Chitinibacteraceae	Bacteria	124
JK080L-14_S30	Chitinibacteraceae	Bacteria	159
JK080L-2_S18	Chitinibacteraceae	Bacteria	129
JK080L-3_S19	Chitinibacteraceae	Bacteria	184
JK080L-4_S20	Chitinibacteraceae	Bacteria	226
JK080L-6_S22	Chitinibacteraceae	Bacteria	210
JK080L-7_S23	Chitinibacteraceae	Bacteria	49
JK080L-8_S24	Chitinibacteraceae	Bacteria	48
JK080L-9_S25	Chitinibacteraceae	Bacteria	123
JK081L-1_S1	Chitinibacteraceae	Bacteria	177
JK081L-11_S11	Chitinibacteraceae	Bacteria	60
JK081L-12_S12	Chitinibacteraceae	Bacteria	186
JK081L-13_S13	Chitinibacteraceae	Bacteria	195
JK081L-2_S2	Chitinibacteraceae	Bacteria	185
JK081L-3_S3	Chitinibacteraceae	Bacteria	34
JK081L-4_S4	Chitinibacteraceae	Bacteria	228
JK081L-6_S6	Chitinibacteraceae	Bacteria	286
JK081L-7_S7	Chitinibacteraceae	Bacteria	469
JK081L-8_S8	Chitinibacteraceae	Bacteria	67
JK081L-9_S9	Chitinibacteraceae	Bacteria	97
JK105L-6_S21	Chitinibacteraceae	Bacteria	316
JK109L-4_S21	Chitinibacteraceae	Bacteria	71
JK109L-4_S22	Chitinibacteraceae	Bacteria	135
JK109L-5_S30	Chitinibacteraceae	Bacteria	221
JK109L-6_S31	Chitinibacteraceae	Bacteria	733
JK115L-2_S24	Chitinibacteraceae	Bacteria	909
JK115L-4_S23	Chitinibacteraceae	Bacteria	399
JK136L-2_S2	Chitinibacteraceae	Bacteria	67
JK136L-3_S3	Chitinibacteraceae	Bacteria	129
JK136L-4_S4	Chitinibacteraceae	Bacteria	88
JK136L-5_S5	Chitinibacteraceae	Bacteria	146
JK136L-6_S6	Chitinibacteraceae	Bacteria	119
JK136L-7_S7	Chitinibacteraceae	Bacteria	67
JK137L-1_S9	Chitinibacteraceae	Bacteria	39
JK137L-2_S10	Chitinibacteraceae	Bacteria	62
JK137L-3_S11	Chitinibacteraceae	Bacteria	40
JK137L-4_S12	Chitinibacteraceae	Bacteria	55
JK137L-5_S13	Chitinibacteraceae	Bacteria	145
JK137L-6_S14	Chitinibacteraceae	Bacteria	79
JK137L-7_S15	Chitinibacteraceae	Bacteria	23
JK138L-1_S17	Chitinibacteraceae	Bacteria	31
JK138L-2_S18	Chitinibacteraceae	Bacteria	29
JK138L-3_S19	Chitinibacteraceae	Bacteria	28
JK138L-4_S20	Chitinibacteraceae	Bacteria	24
JK138L-6_S22	Chitinibacteraceae	Bacteria	239
JK138L-7_S23	Chitinibacteraceae	Bacteria	22
JoW001L-1_S1	Chitinibacteraceae	Bacteria	276
JoW001L-2_S2	Chitinibacteraceae	Bacteria	319
JoW001L-3_S3	Chitinibacteraceae	Bacteria	92
JoW001L-4_S4	Chitinibacteraceae	Bacteria	200
JoW001L-5_S5	Chitinibacteraceae	Bacteria	138
JoW001L-6_S6	Chitinibacteraceae	Bacteria	190
JoW002L-1_S9	Chitinibacteraceae	Bacteria	45
JoW002L-2_S10	Chitinibacteraceae	Bacteria	40
JoW002L-4_S12	Chitinibacteraceae	Bacteria	118
JoW002L-5_S13	Chitinibacteraceae	Bacteria	143
JoW002L-6_S14	Chitinibacteraceae	Bacteria	235
JoW003L-1_S17	Chitinibacteraceae	Bacteria	26
JoW003L-2_S18	Chitinibacteraceae	Bacteria	85
JoW003L-3_S19	Chitinibacteraceae	Bacteria	48
JoW003L-4_S20	Chitinibacteraceae	Bacteria	93
JoW003L-5_S21	Chitinibacteraceae	Bacteria	74
JoW003L-6_S22	Chitinibacteraceae	Bacteria	39
JoW004L-1_S25	Chitinibacteraceae	Bacteria	38
JoW004L-2_S26	Chitinibacteraceae	Bacteria	90
JoW004L-3_S27	Chitinibacteraceae	Bacteria	31
JoW004L-4_S28	Chitinibacteraceae	Bacteria	17
JoW004L-5_S29	Chitinibacteraceae	Bacteria	5
JoW004L-6_S30	Chitinibacteraceae	Bacteria	10
JoW005L-1_S33	Chitinibacteraceae	Bacteria	401
JoW005L-2_S34	Chitinibacteraceae	Bacteria	187
JoW005L-3_S35	Chitinibacteraceae	Bacteria	50
JoW005L-4_S36	Chitinibacteraceae	Bacteria	65
JoW007L-1_S1	Chitinibacteraceae	Bacteria	24
JoW007L-2_S2	Chitinibacteraceae	Bacteria	57
JoW007L-3_S3	Chitinibacteraceae	Bacteria	38
JoW007L-4_S4	Chitinibacteraceae	Bacteria	67
JoW007L-5_S5	Chitinibacteraceae	Bacteria	26
JoW007L-6_S6	Chitinibacteraceae	Bacteria	39
StB097L-01_S1	Chitinibacteraceae	Bacteria	74
StB097L-02_S2	Chitinibacteraceae	Bacteria	103
StB097L-03_S3	Chitinibacteraceae	Bacteria	73
StB097L-04_S4	Chitinibacteraceae	Bacteria	67
StB097L-05_S5	Chitinibacteraceae	Bacteria	82
StB097L-06_S6	Chitinibacteraceae	Bacteria	78
StB106L-01_S9	Chitinibacteraceae	Bacteria	49
StB106L-02_S10	Chitinibacteraceae	Bacteria	37
StB106L-04_S12	Chitinibacteraceae	Bacteria	89
StB106L-05_S13	Chitinibacteraceae	Bacteria	73
StB108L-01_S17	Chitinibacteraceae	Bacteria	57
StB108L-02_S18	Chitinibacteraceae	Bacteria	113
StB108L-03_S19	Chitinibacteraceae	Bacteria	98
StB108L-05_S21	Chitinibacteraceae	Bacteria	111
StB108L-07_S23	Chitinibacteraceae	Bacteria	30
StB109L-01_S25	Chitinibacteraceae	Bacteria	25
StB109L-02_S26	Chitinibacteraceae	Bacteria	37
StB109L-04_S28	Chitinibacteraceae	Bacteria	30
StB109L-05_S29	Chitinibacteraceae	Bacteria	106
StB109L-06_S30	Chitinibacteraceae	Bacteria	257
WJ192L-1_S29	Chitinibacteraceae	Bacteria	87
WJ192L-3_S30	Chitinibacteraceae	Bacteria	16
WJ192L-4_S31	Chitinibacteraceae	Bacteria	8
WJ192L-5_S32	Chitinibacteraceae	Bacteria	41
WJ194L-2_S22	Chitinibacteraceae	Bacteria	29
WJ194L-3_S23	Chitinibacteraceae	Bacteria	6
WJ194L-4_S24	Chitinibacteraceae	Bacteria	12
WJ194L-5_S25	Chitinibacteraceae	Bacteria	7
WJ194L-6_S26	Chitinibacteraceae	Bacteria	14
WJ195L-1_S17	Chitinibacteraceae	Bacteria	13
WJ195L-5_S18	Chitinibacteraceae	Bacteria	4
WJ196L-10_S10	Chitinibacteraceae	Bacteria	15
WJ196L-11_S11	Chitinibacteraceae	Bacteria	28
WJ196L-12_S12	Chitinibacteraceae	Bacteria	9
WJ196L-13_S13	Chitinibacteraceae	Bacteria	12
WJ196L-14_S14	Chitinibacteraceae	Bacteria	21
WJ196L-15_S15	Chitinibacteraceae	Bacteria	20
WJ196L-16_S16	Chitinibacteraceae	Bacteria	1
WJ196L-4_S4	Chitinibacteraceae	Bacteria	21
WJ196L-5_S5	Chitinibacteraceae	Bacteria	21
WJ196L-6_S6	Chitinibacteraceae	Bacteria	30
WJ196L-7_S7	Chitinibacteraceae	Bacteria	174
WJ196L-8_S8	Chitinibacteraceae	Bacteria	13
WJ196L-9_S9	Chitinibacteraceae	Bacteria	32
191011_SND405_A_L007_APMG-6-1	Colwelliaceae	Bacteria	1307
191011_SND405_A_L007_APMG-6-2	Colwelliaceae	Bacteria	829
191011_SND405_A_L007_APMG-6-3	Colwelliaceae	Bacteria	836
191011_SND405_A_L007_APMG-6-4	Colwelliaceae	Bacteria	1147
191011_SND405_A_L007_APMG-6-5	Colwelliaceae	Bacteria	1253
191011_SND405_A_L007_APMG-6-6	Colwelliaceae	Bacteria	443
191011_SND405_A_L007_APMG-6-8	Colwelliaceae	Bacteria	1
200313_A00902_A_L001_APMG-8-1	Colwelliaceae	Bacteria	1571
200313_A00902_A_L001_APMG-8-10	Colwelliaceae	Bacteria	803
200313_A00902_A_L001_APMG-8-11	Colwelliaceae	Bacteria	936
200313_A00902_A_L001_APMG-8-12	Colwelliaceae	Bacteria	1405
200313_A00902_A_L001_APMG-8-2	Colwelliaceae	Bacteria	1523
200313_A00902_A_L001_APMG-8-3	Colwelliaceae	Bacteria	1181
200313_A00902_A_L001_APMG-8-4	Colwelliaceae	Bacteria	2122
200313_A00902_A_L001_APMG-8-5	Colwelliaceae	Bacteria	1491
200313_A00902_A_L001_APMG-8-6	Colwelliaceae	Bacteria	1123
200313_A00902_A_L001_APMG-8-7	Colwelliaceae	Bacteria	6
200313_A00902_A_L001_APMG-8-8	Colwelliaceae	Bacteria	3825
200313_A00902_A_L001_APMG-8-9	Colwelliaceae	Bacteria	1476
200313_A00902_A_L002_APMG-9-1	Colwelliaceae	Bacteria	1095
200313_A00902_A_L002_APMG-9-10	Colwelliaceae	Bacteria	230
200313_A00902_A_L002_APMG-9-11	Colwelliaceae	Bacteria	86
200313_A00902_A_L002_APMG-9-2	Colwelliaceae	Bacteria	881
200313_A00902_A_L002_APMG-9-3	Colwelliaceae	Bacteria	1358
200313_A00902_A_L002_APMG-9-5	Colwelliaceae	Bacteria	34422
200313_A00902_A_L002_APMG-9-6	Colwelliaceae	Bacteria	5779
200313_A00902_A_L002_APMG-9-7	Colwelliaceae	Bacteria	382
200313_A00902_A_L002_APMG-9-8	Colwelliaceae	Bacteria	1138
200313_A00902_A_L002_APMG-9-9	Colwelliaceae	Bacteria	211
201118_A00902_B_L1-2_APMG_19_1	Colwelliaceae	Bacteria	15
201118_A00902_B_L1-2_APMG_19_10	Colwelliaceae	Bacteria	11
201118_A00902_B_L1-2_APMG_19_11	Colwelliaceae	Bacteria	22
201118_A00902_B_L1-2_APMG_19_12	Colwelliaceae	Bacteria	23
201118_A00902_B_L1-2_APMG_19_13	Colwelliaceae	Bacteria	8
201118_A00902_B_L1-2_APMG_19_14	Colwelliaceae	Bacteria	2
201118_A00902_B_L1-2_APMG_19_15	Colwelliaceae	Bacteria	51
201118_A00902_B_L1-2_APMG_19_16	Colwelliaceae	Bacteria	15
201118_A00902_B_L1-2_APMG_19_17	Colwelliaceae	Bacteria	30
201118_A00902_B_L1-2_APMG_19_2	Colwelliaceae	Bacteria	8
201118_A00902_B_L1-2_APMG_19_3	Colwelliaceae	Bacteria	17
201118_A00902_B_L1-2_APMG_19_5	Colwelliaceae	Bacteria	21
201118_A00902_B_L1-2_APMG_19_6	Colwelliaceae	Bacteria	7
201118_A00902_B_L1-2_APMG_19_7	Colwelliaceae	Bacteria	10
201118_A00902_B_L1-2_APMG_19_8	Colwelliaceae	Bacteria	46
201118_A00902_B_L1-2_APMG_19_9	Colwelliaceae	Bacteria	13
210810_A00902_B_L001_APMG-37-1	Colwelliaceae	Bacteria	9
210810_A00902_B_L001_APMG-37-10	Colwelliaceae	Bacteria	11
210810_A00902_B_L001_APMG-37-11	Colwelliaceae	Bacteria	5
210810_A00902_B_L001_APMG-37-2	Colwelliaceae	Bacteria	10
210810_A00902_B_L001_APMG-37-3	Colwelliaceae	Bacteria	8
210810_A00902_B_L001_APMG-37-4	Colwelliaceae	Bacteria	11
210810_A00902_B_L001_APMG-37-6	Colwelliaceae	Bacteria	20
210810_A00902_B_L001_APMG-37-7	Colwelliaceae	Bacteria	6
210810_A00902_B_L001_APMG-37-8	Colwelliaceae	Bacteria	23
210810_A00902_B_L001_APMG-37-9	Colwelliaceae	Bacteria	11
210810_A00902_B_L002_APMG-38-1	Colwelliaceae	Bacteria	3
210810_A00902_B_L002_APMG-38-10	Colwelliaceae	Bacteria	26
210810_A00902_B_L002_APMG-38-15	Colwelliaceae	Bacteria	2
210810_A00902_B_L002_APMG-38-2	Colwelliaceae	Bacteria	11
210810_A00902_B_L002_APMG-38-3	Colwelliaceae	Bacteria	6
210810_A00902_B_L002_APMG-38-4	Colwelliaceae	Bacteria	7
210810_A00902_B_L002_APMG-38-5	Colwelliaceae	Bacteria	26
210810_A00902_B_L002_APMG-38-7	Colwelliaceae	Bacteria	13
210810_A00902_B_L002_APMG-38-8	Colwelliaceae	Bacteria	4
210810_A00902_B_L002_APMG-38-9	Colwelliaceae	Bacteria	14
BH193L-1_S22	Colwelliaceae	Bacteria	3
BH193L-2_S19	Colwelliaceae	Bacteria	7
BH193L-2_S20	Colwelliaceae	Bacteria	8
BH193L-3_S20	Colwelliaceae	Bacteria	19
BH193L-4_S23	Colwelliaceae	Bacteria	4
BH193L-5_S24	Colwelliaceae	Bacteria	5
BH194L-1_S25	Colwelliaceae	Bacteria	30
BH194L-2_S26	Colwelliaceae	Bacteria	10
BH194L-3_S25	Colwelliaceae	Bacteria	5
BH194L-4_S16	Colwelliaceae	Bacteria	16
BH194L-4_S17	Colwelliaceae	Bacteria	9
BH194L-6_S26	Colwelliaceae	Bacteria	13
BH194L-7_S17	Colwelliaceae	Bacteria	13
BH194L-7_S18	Colwelliaceae	Bacteria	5
BH195L-1_S27	Colwelliaceae	Bacteria	5
BH195L-2_S18	Colwelliaceae	Bacteria	5
BH195L-2_S19	Colwelliaceae	Bacteria	1
BH195L-3_S28	Colwelliaceae	Bacteria	4
BH195L-4_S29	Colwelliaceae	Bacteria	13
ELS162S7	Colwelliaceae	Bacteria	9
ELS163S8	Colwelliaceae	Bacteria	7
ELS165S9	Colwelliaceae	Bacteria	12
ELS167S10	Colwelliaceae	Bacteria	12
IE111L-1_S1	Colwelliaceae	Bacteria	6
IE111L-2_S2	Colwelliaceae	Bacteria	21
IE111L-3_S3	Colwelliaceae	Bacteria	10
IE111L-4_S1	Colwelliaceae	Bacteria	12
IE111L-5_S5	Colwelliaceae	Bacteria	10
IE111L-6_S6	Colwelliaceae	Bacteria	7
IE111L-7_S7	Colwelliaceae	Bacteria	10
IE112L-1_S9	Colwelliaceae	Bacteria	13
IE112L-2_S10	Colwelliaceae	Bacteria	12
IE112L-3_S11	Colwelliaceae	Bacteria	8
IE112L-4_S17	Colwelliaceae	Bacteria	5
IE112L-5_S18	Colwelliaceae	Bacteria	6
IE112L-6_S19	Colwelliaceae	Bacteria	6
IE112L-7_S12	Colwelliaceae	Bacteria	20
IE113L-1_S13	Colwelliaceae	Bacteria	7
IE113L-2_S14	Colwelliaceae	Bacteria	28
IE113L-3_S3	Colwelliaceae	Bacteria	26
IE113L-4_S4	Colwelliaceae	Bacteria	19
IE113L-5_S5	Colwelliaceae	Bacteria	16
IE113L-6_S6	Colwelliaceae	Bacteria	19
IE113L-7_S7	Colwelliaceae	Bacteria	20
IE114L-1_S9	Colwelliaceae	Bacteria	19
IE114L-2_S10	Colwelliaceae	Bacteria	19
IE114L-3_S11	Colwelliaceae	Bacteria	17
JK079L-1_S1	Colwelliaceae	Bacteria	13
JK079L-10-WDH_S10	Colwelliaceae	Bacteria	10
JK079L-11-WDH_S11	Colwelliaceae	Bacteria	10
JK079L-12-WDH_S12	Colwelliaceae	Bacteria	5
JK079L-13-WDH_S13	Colwelliaceae	Bacteria	6
JK079L-14-WDH_S14	Colwelliaceae	Bacteria	12
JK079L-2_S2	Colwelliaceae	Bacteria	14
JK079L-3_S3	Colwelliaceae	Bacteria	14
JK079L-4_S4	Colwelliaceae	Bacteria	7
JK079L-5_S5	Colwelliaceae	Bacteria	20
JK079L-6-WDH_S6	Colwelliaceae	Bacteria	13
JK079L-7-WDH_S7	Colwelliaceae	Bacteria	9
JK079L-8_S8	Colwelliaceae	Bacteria	9
JK079L-9_S9	Colwelliaceae	Bacteria	15
JK080L-1_S17	Colwelliaceae	Bacteria	11
JK080L-10_S26	Colwelliaceae	Bacteria	7
JK080L-11_S27	Colwelliaceae	Bacteria	8
JK080L-12_S28	Colwelliaceae	Bacteria	10
JK080L-13_S29	Colwelliaceae	Bacteria	5
JK080L-14_S30	Colwelliaceae	Bacteria	8
JK080L-2_S18	Colwelliaceae	Bacteria	12
JK080L-3_S19	Colwelliaceae	Bacteria	40
JK080L-4_S20	Colwelliaceae	Bacteria	50
JK080L-6_S22	Colwelliaceae	Bacteria	38
JK080L-7_S23	Colwelliaceae	Bacteria	3
JK080L-8_S24	Colwelliaceae	Bacteria	3
JK080L-9_S25	Colwelliaceae	Bacteria	7
JK081L-1_S1	Colwelliaceae	Bacteria	10
JK081L-11_S11	Colwelliaceae	Bacteria	7
JK081L-12_S12	Colwelliaceae	Bacteria	10
JK081L-13_S13	Colwelliaceae	Bacteria	14
JK081L-2_S2	Colwelliaceae	Bacteria	10
JK081L-3_S3	Colwelliaceae	Bacteria	1
JK081L-4_S4	Colwelliaceae	Bacteria	21
JK081L-6_S6	Colwelliaceae	Bacteria	21
JK081L-7_S7	Colwelliaceae	Bacteria	11
JK081L-8_S8	Colwelliaceae	Bacteria	9
JK081L-9_S9	Colwelliaceae	Bacteria	10
JK105L-6_S21	Colwelliaceae	Bacteria	7
JK109L-4_S21	Colwelliaceae	Bacteria	8
JK109L-4_S22	Colwelliaceae	Bacteria	19
JK109L-5_S30	Colwelliaceae	Bacteria	7
JK109L-6_S31	Colwelliaceae	Bacteria	21
JK115L-2_S24	Colwelliaceae	Bacteria	14
JK115L-4_S23	Colwelliaceae	Bacteria	14
JK136L-2_S2	Colwelliaceae	Bacteria	315
JK136L-3_S3	Colwelliaceae	Bacteria	806
JK136L-4_S4	Colwelliaceae	Bacteria	1809
JK136L-5_S5	Colwelliaceae	Bacteria	3909
JK136L-6_S6	Colwelliaceae	Bacteria	2063
JK136L-7_S7	Colwelliaceae	Bacteria	7394
JK137L-1_S9	Colwelliaceae	Bacteria	1207
JK137L-2_S10	Colwelliaceae	Bacteria	631
JK137L-3_S11	Colwelliaceae	Bacteria	1212
JK137L-4_S12	Colwelliaceae	Bacteria	4870
JK137L-5_S13	Colwelliaceae	Bacteria	18461
JK137L-6_S14	Colwelliaceae	Bacteria	2398
JK137L-7_S15	Colwelliaceae	Bacteria	1387
JK138L-1_S17	Colwelliaceae	Bacteria	2230
JK138L-2_S18	Colwelliaceae	Bacteria	1643
JK138L-3_S19	Colwelliaceae	Bacteria	3426
JK138L-4_S20	Colwelliaceae	Bacteria	3784
JK138L-6_S22	Colwelliaceae	Bacteria	1615
JK138L-7_S23	Colwelliaceae	Bacteria	551
JoW001L-1_S1	Colwelliaceae	Bacteria	1345
JoW001L-2_S2	Colwelliaceae	Bacteria	75004
JoW001L-3_S3	Colwelliaceae	Bacteria	1496
JoW001L-4_S4	Colwelliaceae	Bacteria	182786
JoW001L-5_S5	Colwelliaceae	Bacteria	18188
JoW001L-6_S6	Colwelliaceae	Bacteria	4749
JoW002L-1_S9	Colwelliaceae	Bacteria	4621
JoW002L-2_S10	Colwelliaceae	Bacteria	13398
JoW002L-3_S11	Colwelliaceae	Bacteria	72
JoW002L-4_S12	Colwelliaceae	Bacteria	249715
JoW002L-5_S13	Colwelliaceae	Bacteria	1971637
JoW002L-6_S14	Colwelliaceae	Bacteria	689649
JoW002L-7_S15	Colwelliaceae	Bacteria	1
JoW003L-1_S17	Colwelliaceae	Bacteria	424598
JoW003L-2_S18	Colwelliaceae	Bacteria	356212
JoW003L-3_S19	Colwelliaceae	Bacteria	97043
JoW003L-4_S20	Colwelliaceae	Bacteria	20374
JoW003L-5_S21	Colwelliaceae	Bacteria	77533
JoW003L-6_S22	Colwelliaceae	Bacteria	20067
JoW003L-8_S24	Colwelliaceae	Bacteria	9
JoW004L-1_S25	Colwelliaceae	Bacteria	25782
JoW004L-2_S26	Colwelliaceae	Bacteria	98837
JoW004L-3_S27	Colwelliaceae	Bacteria	7180
JoW004L-4_S28	Colwelliaceae	Bacteria	23175
JoW004L-5_S29	Colwelliaceae	Bacteria	2056
JoW004L-6_S30	Colwelliaceae	Bacteria	18352
JoW004L-8_S32	Colwelliaceae	Bacteria	81
JoW005L-1_S33	Colwelliaceae	Bacteria	854118
JoW005L-2_S34	Colwelliaceae	Bacteria	656034
JoW005L-3_S35	Colwelliaceae	Bacteria	965530
JoW005L-4_S36	Colwelliaceae	Bacteria	46435
JoW007L-1_S1	Colwelliaceae	Bacteria	4025
JoW007L-2_S2	Colwelliaceae	Bacteria	12016
JoW007L-3_S3	Colwelliaceae	Bacteria	7007
JoW007L-4_S4	Colwelliaceae	Bacteria	13018
JoW007L-5_S5	Colwelliaceae	Bacteria	301788
JoW007L-6_S6	Colwelliaceae	Bacteria	1654
StB097L-01_S1	Colwelliaceae	Bacteria	11023
StB097L-02_S2	Colwelliaceae	Bacteria	3028
StB097L-03_S3	Colwelliaceae	Bacteria	1099
StB097L-04_S4	Colwelliaceae	Bacteria	2719
StB097L-05_S5	Colwelliaceae	Bacteria	3235
StB097L-06_S6	Colwelliaceae	Bacteria	873
StB106L-01_S9	Colwelliaceae	Bacteria	157
StB106L-02_S10	Colwelliaceae	Bacteria	228
StB106L-04_S12	Colwelliaceae	Bacteria	336
StB106L-05_S13	Colwelliaceae	Bacteria	332
StB108L-01_S17	Colwelliaceae	Bacteria	3134
StB108L-02_S18	Colwelliaceae	Bacteria	2907
StB108L-03_S19	Colwelliaceae	Bacteria	1270
StB108L-05_S21	Colwelliaceae	Bacteria	1068
StB108L-07_S23	Colwelliaceae	Bacteria	317
StB109L-01_S25	Colwelliaceae	Bacteria	41130
StB109L-02_S26	Colwelliaceae	Bacteria	3860
StB109L-04_S28	Colwelliaceae	Bacteria	3829
StB109L-05_S29	Colwelliaceae	Bacteria	2212
StB109L-06_S30	Colwelliaceae	Bacteria	1588
WJ192L-1_S29	Colwelliaceae	Bacteria	3
WJ192L-3_S30	Colwelliaceae	Bacteria	7
WJ192L-4_S31	Colwelliaceae	Bacteria	7
WJ192L-5_S32	Colwelliaceae	Bacteria	4
WJ192L-6_S33	Colwelliaceae	Bacteria	3
