sample	class	superkingdom	taxonReads
JoW004L-3_S27	Thermomicrobia	Bacteria	1
JoW005L-1_S33	Thermomicrobia	Bacteria	2
JoW005L-2_S34	Thermomicrobia	Bacteria	6
JoW005L-3_S35	Thermomicrobia	Bacteria	3
JoW005L-4_S36	Thermomicrobia	Bacteria	11
JoW007L-1_S1	Thermomicrobia	Bacteria	2
JoW007L-2_S2	Thermomicrobia	Bacteria	4
JoW007L-3_S3	Thermomicrobia	Bacteria	3
JoW007L-6_S6	Thermomicrobia	Bacteria	1
StB097L-01_S1	Thermomicrobia	Bacteria	7
StB097L-02_S2	Thermomicrobia	Bacteria	5
StB097L-03_S3	Thermomicrobia	Bacteria	10
StB097L-04_S4	Thermomicrobia	Bacteria	12
StB097L-05_S5	Thermomicrobia	Bacteria	8
StB097L-06_S6	Thermomicrobia	Bacteria	14
StB106L-01_S9	Thermomicrobia	Bacteria	12
StB106L-02_S10	Thermomicrobia	Bacteria	15
StB106L-04_S12	Thermomicrobia	Bacteria	15
StB106L-05_S13	Thermomicrobia	Bacteria	15
StB108L-01_S17	Thermomicrobia	Bacteria	7
StB108L-02_S18	Thermomicrobia	Bacteria	5
StB108L-03_S19	Thermomicrobia	Bacteria	2
StB108L-05_S21	Thermomicrobia	Bacteria	5
StB108L-07_S23	Thermomicrobia	Bacteria	7
StB109L-01_S25	Thermomicrobia	Bacteria	9
StB109L-02_S26	Thermomicrobia	Bacteria	8
StB109L-04_S28	Thermomicrobia	Bacteria	3
StB109L-05_S29	Thermomicrobia	Bacteria	13
StB109L-06_S30	Thermomicrobia	Bacteria	20
WJ192L-1_S29	Thermomicrobia	Bacteria	28
WJ192L-3_S30	Thermomicrobia	Bacteria	20
WJ192L-4_S31	Thermomicrobia	Bacteria	25
WJ192L-5_S32	Thermomicrobia	Bacteria	25
WJ194L-2_S22	Thermomicrobia	Bacteria	12
WJ194L-3_S23	Thermomicrobia	Bacteria	7
WJ194L-4_S24	Thermomicrobia	Bacteria	13
WJ194L-5_S25	Thermomicrobia	Bacteria	11
WJ194L-6_S26	Thermomicrobia	Bacteria	8
WJ195L-1_S17	Thermomicrobia	Bacteria	25
WJ195L-5_S18	Thermomicrobia	Bacteria	9
WJ196L-10_S10	Thermomicrobia	Bacteria	10
WJ196L-11_S11	Thermomicrobia	Bacteria	16
WJ196L-12_S12	Thermomicrobia	Bacteria	17
WJ196L-13_S13	Thermomicrobia	Bacteria	9
WJ196L-14_S14	Thermomicrobia	Bacteria	25
WJ196L-15_S15	Thermomicrobia	Bacteria	4
WJ196L-4_S4	Thermomicrobia	Bacteria	16
WJ196L-5_S5	Thermomicrobia	Bacteria	8
WJ196L-6_S6	Thermomicrobia	Bacteria	12
WJ196L-7_S7	Thermomicrobia	Bacteria	11
WJ196L-8_S8	Thermomicrobia	Bacteria	9
WJ196L-9_S9	Thermomicrobia	Bacteria	18
191011_SND405_A_L007_APMG-6-1	Thermotogae	Bacteria	4
191011_SND405_A_L007_APMG-6-2	Thermotogae	Bacteria	12
191011_SND405_A_L007_APMG-6-3	Thermotogae	Bacteria	3
191011_SND405_A_L007_APMG-6-4	Thermotogae	Bacteria	1
191011_SND405_A_L007_APMG-6-5	Thermotogae	Bacteria	1
191011_SND405_A_L007_APMG-6-6	Thermotogae	Bacteria	1
200313_A00902_A_L001_APMG-8-1	Thermotogae	Bacteria	9
200313_A00902_A_L001_APMG-8-10	Thermotogae	Bacteria	15
200313_A00902_A_L001_APMG-8-11	Thermotogae	Bacteria	20
200313_A00902_A_L001_APMG-8-12	Thermotogae	Bacteria	7
200313_A00902_A_L001_APMG-8-2	Thermotogae	Bacteria	7
200313_A00902_A_L001_APMG-8-3	Thermotogae	Bacteria	7
200313_A00902_A_L001_APMG-8-4	Thermotogae	Bacteria	16
200313_A00902_A_L001_APMG-8-5	Thermotogae	Bacteria	9
200313_A00902_A_L001_APMG-8-6	Thermotogae	Bacteria	6
200313_A00902_A_L001_APMG-8-8	Thermotogae	Bacteria	1
200313_A00902_A_L001_APMG-8-9	Thermotogae	Bacteria	14
200313_A00902_A_L002_APMG-9-1	Thermotogae	Bacteria	13
200313_A00902_A_L002_APMG-9-10	Thermotogae	Bacteria	4
200313_A00902_A_L002_APMG-9-11	Thermotogae	Bacteria	9
200313_A00902_A_L002_APMG-9-2	Thermotogae	Bacteria	6
200313_A00902_A_L002_APMG-9-3	Thermotogae	Bacteria	13
200313_A00902_A_L002_APMG-9-5	Thermotogae	Bacteria	9
200313_A00902_A_L002_APMG-9-6	Thermotogae	Bacteria	7
200313_A00902_A_L002_APMG-9-7	Thermotogae	Bacteria	5
200313_A00902_A_L002_APMG-9-8	Thermotogae	Bacteria	5
200313_A00902_A_L002_APMG-9-9	Thermotogae	Bacteria	5
201118_A00902_B_L1-2_APMG_19_1	Thermotogae	Bacteria	12
201118_A00902_B_L1-2_APMG_19_10	Thermotogae	Bacteria	16
201118_A00902_B_L1-2_APMG_19_11	Thermotogae	Bacteria	9
201118_A00902_B_L1-2_APMG_19_12	Thermotogae	Bacteria	17
201118_A00902_B_L1-2_APMG_19_13	Thermotogae	Bacteria	19
201118_A00902_B_L1-2_APMG_19_14	Thermotogae	Bacteria	8
201118_A00902_B_L1-2_APMG_19_15	Thermotogae	Bacteria	17
201118_A00902_B_L1-2_APMG_19_16	Thermotogae	Bacteria	34
201118_A00902_B_L1-2_APMG_19_17	Thermotogae	Bacteria	13
201118_A00902_B_L1-2_APMG_19_2	Thermotogae	Bacteria	18
201118_A00902_B_L1-2_APMG_19_22	Thermotogae	Bacteria	1
201118_A00902_B_L1-2_APMG_19_3	Thermotogae	Bacteria	19
201118_A00902_B_L1-2_APMG_19_5	Thermotogae	Bacteria	10
201118_A00902_B_L1-2_APMG_19_7	Thermotogae	Bacteria	3
201118_A00902_B_L1-2_APMG_19_8	Thermotogae	Bacteria	22
201118_A00902_B_L1-2_APMG_19_9	Thermotogae	Bacteria	27
210810_A00902_B_L001_APMG-37-10	Thermotogae	Bacteria	5
210810_A00902_B_L001_APMG-37-11	Thermotogae	Bacteria	12
210810_A00902_B_L001_APMG-37-2	Thermotogae	Bacteria	1
210810_A00902_B_L001_APMG-37-3	Thermotogae	Bacteria	3
210810_A00902_B_L001_APMG-37-4	Thermotogae	Bacteria	5
210810_A00902_B_L001_APMG-37-6	Thermotogae	Bacteria	30
210810_A00902_B_L001_APMG-37-7	Thermotogae	Bacteria	13
210810_A00902_B_L001_APMG-37-8	Thermotogae	Bacteria	13
210810_A00902_B_L001_APMG-37-9	Thermotogae	Bacteria	8
210810_A00902_B_L002_APMG-38-1	Thermotogae	Bacteria	7
210810_A00902_B_L002_APMG-38-10	Thermotogae	Bacteria	11
210810_A00902_B_L002_APMG-38-15	Thermotogae	Bacteria	102
210810_A00902_B_L002_APMG-38-2	Thermotogae	Bacteria	2
210810_A00902_B_L002_APMG-38-3	Thermotogae	Bacteria	8
210810_A00902_B_L002_APMG-38-4	Thermotogae	Bacteria	4
210810_A00902_B_L002_APMG-38-5	Thermotogae	Bacteria	1
210810_A00902_B_L002_APMG-38-7	Thermotogae	Bacteria	7
210810_A00902_B_L002_APMG-38-8	Thermotogae	Bacteria	12
210810_A00902_B_L002_APMG-38-9	Thermotogae	Bacteria	4
BH193L-1_S22	Thermotogae	Bacteria	3
BH193L-2_S19	Thermotogae	Bacteria	2
BH193L-3_S20	Thermotogae	Bacteria	4
BH193L-4_S23	Thermotogae	Bacteria	1
BH193L-5_S24	Thermotogae	Bacteria	1
BH194L-1_S25	Thermotogae	Bacteria	17
BH194L-2_S26	Thermotogae	Bacteria	18
BH194L-3_S25	Thermotogae	Bacteria	5
BH194L-4_S16	Thermotogae	Bacteria	4
BH194L-4_S17	Thermotogae	Bacteria	5
BH194L-6_S26	Thermotogae	Bacteria	6
BH194L-7_S17	Thermotogae	Bacteria	9
BH194L-7_S18	Thermotogae	Bacteria	10
BH195L-1_S27	Thermotogae	Bacteria	7
BH195L-2_S18	Thermotogae	Bacteria	7
BH195L-2_S19	Thermotogae	Bacteria	3
BH195L-3_S28	Thermotogae	Bacteria	2
BH195L-4_S29	Thermotogae	Bacteria	2
ELS162S7	Thermotogae	Bacteria	10
ELS163S8	Thermotogae	Bacteria	10
ELS165S9	Thermotogae	Bacteria	25
ELS167S10	Thermotogae	Bacteria	9
IE111L-1_S1	Thermotogae	Bacteria	20
IE111L-2_S2	Thermotogae	Bacteria	21
IE111L-3_S3	Thermotogae	Bacteria	11
IE111L-4_S1	Thermotogae	Bacteria	21
IE111L-5_S5	Thermotogae	Bacteria	18
IE111L-6_S6	Thermotogae	Bacteria	15
IE111L-7_S7	Thermotogae	Bacteria	17
IE112L-1_S9	Thermotogae	Bacteria	19
IE112L-2_S10	Thermotogae	Bacteria	10
IE112L-3_S11	Thermotogae	Bacteria	14
IE112L-4_S17	Thermotogae	Bacteria	12
IE112L-5_S18	Thermotogae	Bacteria	17
IE112L-6_S19	Thermotogae	Bacteria	13
IE112L-7_S12	Thermotogae	Bacteria	3
IE113L-1_S13	Thermotogae	Bacteria	12
IE113L-2_S14	Thermotogae	Bacteria	31
IE113L-3_S3	Thermotogae	Bacteria	21
IE113L-4_S4	Thermotogae	Bacteria	13
IE113L-5_S5	Thermotogae	Bacteria	38
IE113L-6_S6	Thermotogae	Bacteria	33
IE113L-7_S7	Thermotogae	Bacteria	24
IE114L-1_S9	Thermotogae	Bacteria	26
IE114L-2_S10	Thermotogae	Bacteria	24
IE114L-3_S11	Thermotogae	Bacteria	27
JK079L-1_S1	Thermotogae	Bacteria	9
JK079L-10-WDH_S10	Thermotogae	Bacteria	11
JK079L-11-WDH_S11	Thermotogae	Bacteria	11
JK079L-12-WDH_S12	Thermotogae	Bacteria	7
JK079L-13-WDH_S13	Thermotogae	Bacteria	4
JK079L-14-WDH_S14	Thermotogae	Bacteria	7
JK079L-2_S2	Thermotogae	Bacteria	8
JK079L-3_S3	Thermotogae	Bacteria	5
JK079L-4_S4	Thermotogae	Bacteria	10
JK079L-5_S5	Thermotogae	Bacteria	4
JK079L-6-WDH_S6	Thermotogae	Bacteria	5
JK079L-7-WDH_S7	Thermotogae	Bacteria	9
JK079L-8_S8	Thermotogae	Bacteria	2
JK079L-9_S9	Thermotogae	Bacteria	5
JK080L-1_S17	Thermotogae	Bacteria	1
JK080L-10_S26	Thermotogae	Bacteria	2
JK080L-11_S27	Thermotogae	Bacteria	14
JK080L-12_S28	Thermotogae	Bacteria	6
JK080L-13_S29	Thermotogae	Bacteria	4
JK080L-14_S30	Thermotogae	Bacteria	9
JK080L-2_S18	Thermotogae	Bacteria	2
JK080L-3_S19	Thermotogae	Bacteria	1
JK080L-4_S20	Thermotogae	Bacteria	5
JK080L-6_S22	Thermotogae	Bacteria	2
JK080L-8_S24	Thermotogae	Bacteria	4
JK080L-9_S25	Thermotogae	Bacteria	5
JK081L-1_S1	Thermotogae	Bacteria	4
JK081L-11_S11	Thermotogae	Bacteria	16
JK081L-12_S12	Thermotogae	Bacteria	20
JK081L-13_S13	Thermotogae	Bacteria	5
JK081L-2_S2	Thermotogae	Bacteria	9
JK081L-3_S3	Thermotogae	Bacteria	4
JK081L-4_S4	Thermotogae	Bacteria	6
JK081L-6_S6	Thermotogae	Bacteria	6
JK081L-7_S7	Thermotogae	Bacteria	5
JK081L-8_S8	Thermotogae	Bacteria	17
JK081L-9_S9	Thermotogae	Bacteria	13
JK105L-6_S21	Thermotogae	Bacteria	4
JK109L-4_S21	Thermotogae	Bacteria	2
JK109L-4_S22	Thermotogae	Bacteria	8
JK109L-5_S30	Thermotogae	Bacteria	1
JK109L-6_S31	Thermotogae	Bacteria	6
JK115L-2_S24	Thermotogae	Bacteria	10
JK115L-4_S23	Thermotogae	Bacteria	8
JK136L-2_S2	Thermotogae	Bacteria	10
JK136L-3_S3	Thermotogae	Bacteria	19
JK136L-4_S4	Thermotogae	Bacteria	6
JK136L-5_S5	Thermotogae	Bacteria	4
JK136L-6_S6	Thermotogae	Bacteria	10
JK136L-7_S7	Thermotogae	Bacteria	15
JK137L-1_S9	Thermotogae	Bacteria	12
JK137L-2_S10	Thermotogae	Bacteria	6
JK137L-3_S11	Thermotogae	Bacteria	15
JK137L-4_S12	Thermotogae	Bacteria	7
JK137L-5_S13	Thermotogae	Bacteria	5
JK137L-6_S14	Thermotogae	Bacteria	4
JK137L-7_S15	Thermotogae	Bacteria	6
JK138L-1_S17	Thermotogae	Bacteria	17
JK138L-2_S18	Thermotogae	Bacteria	5
JK138L-3_S19	Thermotogae	Bacteria	11
JK138L-4_S20	Thermotogae	Bacteria	15
JK138L-6_S22	Thermotogae	Bacteria	8
JK138L-7_S23	Thermotogae	Bacteria	11
JoW001L-1_S1	Thermotogae	Bacteria	6
JoW001L-2_S2	Thermotogae	Bacteria	9
JoW001L-3_S3	Thermotogae	Bacteria	7
JoW001L-4_S4	Thermotogae	Bacteria	7
JoW001L-5_S5	Thermotogae	Bacteria	4
JoW001L-6_S6	Thermotogae	Bacteria	13
JoW002L-1_S9	Thermotogae	Bacteria	4
JoW002L-2_S10	Thermotogae	Bacteria	1
JoW002L-4_S12	Thermotogae	Bacteria	8
JoW002L-5_S13	Thermotogae	Bacteria	15
JoW002L-6_S14	Thermotogae	Bacteria	8
JoW003L-1_S17	Thermotogae	Bacteria	2
JoW003L-2_S18	Thermotogae	Bacteria	8
JoW003L-3_S19	Thermotogae	Bacteria	4
JoW003L-4_S20	Thermotogae	Bacteria	8
JoW003L-5_S21	Thermotogae	Bacteria	6
JoW003L-6_S22	Thermotogae	Bacteria	3
JoW004L-1_S25	Thermotogae	Bacteria	2
JoW004L-2_S26	Thermotogae	Bacteria	4
JoW004L-3_S27	Thermotogae	Bacteria	3
JoW004L-4_S28	Thermotogae	Bacteria	5
JoW004L-5_S29	Thermotogae	Bacteria	1
JoW004L-6_S30	Thermotogae	Bacteria	3
JoW005L-1_S33	Thermotogae	Bacteria	17
JoW005L-2_S34	Thermotogae	Bacteria	10
JoW005L-3_S35	Thermotogae	Bacteria	15
JoW005L-4_S36	Thermotogae	Bacteria	23
JoW007L-1_S1	Thermotogae	Bacteria	1
JoW007L-2_S2	Thermotogae	Bacteria	4
JoW007L-3_S3	Thermotogae	Bacteria	4
JoW007L-4_S4	Thermotogae	Bacteria	4
JoW007L-5_S5	Thermotogae	Bacteria	5
JoW007L-6_S6	Thermotogae	Bacteria	12
StB097L-01_S1	Thermotogae	Bacteria	8
StB097L-02_S2	Thermotogae	Bacteria	14
StB097L-03_S3	Thermotogae	Bacteria	13
StB097L-04_S4	Thermotogae	Bacteria	8
StB097L-05_S5	Thermotogae	Bacteria	10
StB097L-06_S6	Thermotogae	Bacteria	8
StB106L-01_S9	Thermotogae	Bacteria	4
StB106L-02_S10	Thermotogae	Bacteria	11
StB106L-04_S12	Thermotogae	Bacteria	8
StB106L-05_S13	Thermotogae	Bacteria	9
StB108L-01_S17	Thermotogae	Bacteria	10
StB108L-02_S18	Thermotogae	Bacteria	13
StB108L-03_S19	Thermotogae	Bacteria	10
StB108L-05_S21	Thermotogae	Bacteria	4
StB108L-07_S23	Thermotogae	Bacteria	10
StB109L-01_S25	Thermotogae	Bacteria	11
StB109L-02_S26	Thermotogae	Bacteria	17
StB109L-04_S28	Thermotogae	Bacteria	7
StB109L-05_S29	Thermotogae	Bacteria	6
StB109L-06_S30	Thermotogae	Bacteria	10
WJ192L-1_S29	Thermotogae	Bacteria	9
WJ192L-3_S30	Thermotogae	Bacteria	19
WJ192L-4_S31	Thermotogae	Bacteria	9
WJ192L-5_S32	Thermotogae	Bacteria	3
WJ194L-2_S22	Thermotogae	Bacteria	5
WJ194L-3_S23	Thermotogae	Bacteria	8
WJ194L-4_S24	Thermotogae	Bacteria	11
WJ194L-5_S25	Thermotogae	Bacteria	15
WJ194L-6_S26	Thermotogae	Bacteria	23
WJ195L-1_S17	Thermotogae	Bacteria	9
WJ195L-5_S18	Thermotogae	Bacteria	9
WJ196L-10_S10	Thermotogae	Bacteria	2
WJ196L-11_S11	Thermotogae	Bacteria	11
WJ196L-12_S12	Thermotogae	Bacteria	12
WJ196L-13_S13	Thermotogae	Bacteria	3
WJ196L-14_S14	Thermotogae	Bacteria	24
WJ196L-15_S15	Thermotogae	Bacteria	7
WJ196L-4_S4	Thermotogae	Bacteria	3
WJ196L-5_S5	Thermotogae	Bacteria	2
WJ196L-6_S6	Thermotogae	Bacteria	4
WJ196L-7_S7	Thermotogae	Bacteria	5
WJ196L-8_S8	Thermotogae	Bacteria	1
WJ196L-9_S9	Thermotogae	Bacteria	4
191011_SND405_A_L007_APMG-6-1	Tichowtungiia	Bacteria	1
191011_SND405_A_L007_APMG-6-4	Tichowtungiia	Bacteria	1
191011_SND405_A_L007_APMG-6-6	Tichowtungiia	Bacteria	1
200313_A00902_A_L001_APMG-8-1	Tichowtungiia	Bacteria	1
200313_A00902_A_L001_APMG-8-10	Tichowtungiia	Bacteria	2
200313_A00902_A_L001_APMG-8-11	Tichowtungiia	Bacteria	1
200313_A00902_A_L001_APMG-8-12	Tichowtungiia	Bacteria	2
200313_A00902_A_L001_APMG-8-2	Tichowtungiia	Bacteria	2
200313_A00902_A_L001_APMG-8-3	Tichowtungiia	Bacteria	3
200313_A00902_A_L001_APMG-8-4	Tichowtungiia	Bacteria	8
200313_A00902_A_L001_APMG-8-5	Tichowtungiia	Bacteria	5
200313_A00902_A_L001_APMG-8-9	Tichowtungiia	Bacteria	2
200313_A00902_A_L002_APMG-9-1	Tichowtungiia	Bacteria	1
200313_A00902_A_L002_APMG-9-11	Tichowtungiia	Bacteria	2
200313_A00902_A_L002_APMG-9-3	Tichowtungiia	Bacteria	1
200313_A00902_A_L002_APMG-9-5	Tichowtungiia	Bacteria	2
200313_A00902_A_L002_APMG-9-6	Tichowtungiia	Bacteria	2
200313_A00902_A_L002_APMG-9-7	Tichowtungiia	Bacteria	1
200313_A00902_A_L002_APMG-9-8	Tichowtungiia	Bacteria	1
201118_A00902_B_L1-2_APMG_19_1	Tichowtungiia	Bacteria	6
201118_A00902_B_L1-2_APMG_19_10	Tichowtungiia	Bacteria	3
201118_A00902_B_L1-2_APMG_19_11	Tichowtungiia	Bacteria	1
201118_A00902_B_L1-2_APMG_19_12	Tichowtungiia	Bacteria	2
201118_A00902_B_L1-2_APMG_19_13	Tichowtungiia	Bacteria	1
201118_A00902_B_L1-2_APMG_19_14	Tichowtungiia	Bacteria	1
201118_A00902_B_L1-2_APMG_19_15	Tichowtungiia	Bacteria	2
201118_A00902_B_L1-2_APMG_19_16	Tichowtungiia	Bacteria	5
201118_A00902_B_L1-2_APMG_19_17	Tichowtungiia	Bacteria	1
201118_A00902_B_L1-2_APMG_19_2	Tichowtungiia	Bacteria	9
201118_A00902_B_L1-2_APMG_19_3	Tichowtungiia	Bacteria	4
201118_A00902_B_L1-2_APMG_19_5	Tichowtungiia	Bacteria	1
201118_A00902_B_L1-2_APMG_19_9	Tichowtungiia	Bacteria	2
210810_A00902_B_L001_APMG-37-1	Tichowtungiia	Bacteria	4
210810_A00902_B_L001_APMG-37-10	Tichowtungiia	Bacteria	2
210810_A00902_B_L001_APMG-37-2	Tichowtungiia	Bacteria	2
210810_A00902_B_L001_APMG-37-3	Tichowtungiia	Bacteria	1
210810_A00902_B_L001_APMG-37-4	Tichowtungiia	Bacteria	4
210810_A00902_B_L001_APMG-37-7	Tichowtungiia	Bacteria	3
210810_A00902_B_L002_APMG-38-1	Tichowtungiia	Bacteria	2
210810_A00902_B_L002_APMG-38-10	Tichowtungiia	Bacteria	12
210810_A00902_B_L002_APMG-38-15	Tichowtungiia	Bacteria	2
210810_A00902_B_L002_APMG-38-2	Tichowtungiia	Bacteria	4
210810_A00902_B_L002_APMG-38-3	Tichowtungiia	Bacteria	2
210810_A00902_B_L002_APMG-38-7	Tichowtungiia	Bacteria	2
210810_A00902_B_L002_APMG-38-8	Tichowtungiia	Bacteria	3
210810_A00902_B_L002_APMG-38-9	Tichowtungiia	Bacteria	2
BH193L-3_S20	Tichowtungiia	Bacteria	2
BH194L-1_S25	Tichowtungiia	Bacteria	1
BH194L-3_S25	Tichowtungiia	Bacteria	5
BH194L-4_S16	Tichowtungiia	Bacteria	6
BH194L-6_S26	Tichowtungiia	Bacteria	5
BH194L-7_S17	Tichowtungiia	Bacteria	2
BH194L-7_S18	Tichowtungiia	Bacteria	3
BH195L-1_S27	Tichowtungiia	Bacteria	4
BH195L-2_S18	Tichowtungiia	Bacteria	2
BH195L-2_S19	Tichowtungiia	Bacteria	1
ELS162S7	Tichowtungiia	Bacteria	4
ELS165S9	Tichowtungiia	Bacteria	1
ELS167S10	Tichowtungiia	Bacteria	2
IE111L-2_S2	Tichowtungiia	Bacteria	2
IE111L-3_S3	Tichowtungiia	Bacteria	1
IE111L-4_S1	Tichowtungiia	Bacteria	5
IE111L-5_S5	Tichowtungiia	Bacteria	2
IE111L-6_S6	Tichowtungiia	Bacteria	3
IE111L-7_S7	Tichowtungiia	Bacteria	1
IE112L-1_S9	Tichowtungiia	Bacteria	1
IE112L-2_S10	Tichowtungiia	Bacteria	1
IE112L-3_S11	Tichowtungiia	Bacteria	1
IE112L-5_S18	Tichowtungiia	Bacteria	1
IE113L-1_S13	Tichowtungiia	Bacteria	1
IE113L-2_S14	Tichowtungiia	Bacteria	7
IE113L-3_S3	Tichowtungiia	Bacteria	4
IE113L-4_S4	Tichowtungiia	Bacteria	4
IE113L-5_S5	Tichowtungiia	Bacteria	3
IE113L-7_S7	Tichowtungiia	Bacteria	2
IE114L-1_S9	Tichowtungiia	Bacteria	5
IE114L-2_S10	Tichowtungiia	Bacteria	5
IE114L-3_S11	Tichowtungiia	Bacteria	4
JK079L-1_S1	Tichowtungiia	Bacteria	1
JK079L-10-WDH_S10	Tichowtungiia	Bacteria	1
JK079L-12-WDH_S12	Tichowtungiia	Bacteria	1
JK079L-14-WDH_S14	Tichowtungiia	Bacteria	1
JK079L-2_S2	Tichowtungiia	Bacteria	1
JK079L-3_S3	Tichowtungiia	Bacteria	1
JK079L-4_S4	Tichowtungiia	Bacteria	1
JK079L-5_S5	Tichowtungiia	Bacteria	6
JK079L-6-WDH_S6	Tichowtungiia	Bacteria	2
JK079L-8_S8	Tichowtungiia	Bacteria	3
JK079L-9_S9	Tichowtungiia	Bacteria	1
JK080L-1_S17	Tichowtungiia	Bacteria	1
JK080L-10_S26	Tichowtungiia	Bacteria	1
JK080L-11_S27	Tichowtungiia	Bacteria	1
JK080L-12_S28	Tichowtungiia	Bacteria	1
JK080L-4_S20	Tichowtungiia	Bacteria	2
JK080L-6_S22	Tichowtungiia	Bacteria	1
JK081L-1_S1	Tichowtungiia	Bacteria	2
JK081L-11_S11	Tichowtungiia	Bacteria	2
JK081L-4_S4	Tichowtungiia	Bacteria	1
JK081L-7_S7	Tichowtungiia	Bacteria	5
JK081L-8_S8	Tichowtungiia	Bacteria	3
JK081L-9_S9	Tichowtungiia	Bacteria	1
JK105L-6_S21	Tichowtungiia	Bacteria	1
JK109L-4_S21	Tichowtungiia	Bacteria	2
JK109L-4_S22	Tichowtungiia	Bacteria	2
JK109L-6_S31	Tichowtungiia	Bacteria	8
JK115L-2_S24	Tichowtungiia	Bacteria	2
JK115L-4_S23	Tichowtungiia	Bacteria	2
JK136L-2_S2	Tichowtungiia	Bacteria	2
JK136L-3_S3	Tichowtungiia	Bacteria	1
JK136L-4_S4	Tichowtungiia	Bacteria	2
JK136L-5_S5	Tichowtungiia	Bacteria	3
JK136L-6_S6	Tichowtungiia	Bacteria	2
JK136L-7_S7	Tichowtungiia	Bacteria	2
JK137L-2_S10	Tichowtungiia	Bacteria	9
JK137L-3_S11	Tichowtungiia	Bacteria	6
JK137L-4_S12	Tichowtungiia	Bacteria	1
JK137L-5_S13	Tichowtungiia	Bacteria	3
JK137L-6_S14	Tichowtungiia	Bacteria	7
JK137L-7_S15	Tichowtungiia	Bacteria	3
JK138L-1_S17	Tichowtungiia	Bacteria	3
JK138L-2_S18	Tichowtungiia	Bacteria	3
JK138L-3_S19	Tichowtungiia	Bacteria	12
JK138L-4_S20	Tichowtungiia	Bacteria	7
JK138L-6_S22	Tichowtungiia	Bacteria	3
JoW001L-2_S2	Tichowtungiia	Bacteria	2
JoW001L-3_S3	Tichowtungiia	Bacteria	2
JoW001L-5_S5	Tichowtungiia	Bacteria	2
JoW001L-6_S6	Tichowtungiia	Bacteria	2
JoW002L-1_S9	Tichowtungiia	Bacteria	1
JoW002L-2_S10	Tichowtungiia	Bacteria	1
JoW002L-4_S12	Tichowtungiia	Bacteria	3
JoW002L-5_S13	Tichowtungiia	Bacteria	1
JoW002L-6_S14	Tichowtungiia	Bacteria	7
JoW003L-1_S17	Tichowtungiia	Bacteria	1
JoW003L-2_S18	Tichowtungiia	Bacteria	1
JoW003L-3_S19	Tichowtungiia	Bacteria	1
JoW003L-4_S20	Tichowtungiia	Bacteria	1
JoW003L-5_S21	Tichowtungiia	Bacteria	1
JoW003L-6_S22	Tichowtungiia	Bacteria	2
JoW004L-3_S27	Tichowtungiia	Bacteria	1
JoW004L-4_S28	Tichowtungiia	Bacteria	1
JoW004L-5_S29	Tichowtungiia	Bacteria	1
JoW005L-1_S33	Tichowtungiia	Bacteria	2
JoW005L-2_S34	Tichowtungiia	Bacteria	13
JoW005L-3_S35	Tichowtungiia	Bacteria	10
JoW005L-4_S36	Tichowtungiia	Bacteria	15
JoW007L-3_S3	Tichowtungiia	Bacteria	3
JoW007L-5_S5	Tichowtungiia	Bacteria	3
JoW007L-6_S6	Tichowtungiia	Bacteria	1
StB097L-01_S1	Tichowtungiia	Bacteria	2
StB097L-02_S2	Tichowtungiia	Bacteria	1
StB097L-03_S3	Tichowtungiia	Bacteria	2
StB097L-04_S4	Tichowtungiia	Bacteria	6
StB097L-05_S5	Tichowtungiia	Bacteria	6
StB097L-06_S6	Tichowtungiia	Bacteria	4
StB106L-02_S10	Tichowtungiia	Bacteria	2
StB106L-04_S12	Tichowtungiia	Bacteria	2
StB106L-05_S13	Tichowtungiia	Bacteria	3
StB108L-01_S17	Tichowtungiia	Bacteria	1
StB108L-02_S18	Tichowtungiia	Bacteria	3
StB108L-03_S19	Tichowtungiia	Bacteria	2
StB108L-05_S21	Tichowtungiia	Bacteria	7
StB109L-01_S25	Tichowtungiia	Bacteria	5
StB109L-02_S26	Tichowtungiia	Bacteria	6
StB109L-04_S28	Tichowtungiia	Bacteria	14
StB109L-05_S29	Tichowtungiia	Bacteria	3
StB109L-06_S30	Tichowtungiia	Bacteria	5
WJ192L-1_S29	Tichowtungiia	Bacteria	1
WJ192L-5_S32	Tichowtungiia	Bacteria	1
WJ194L-5_S25	Tichowtungiia	Bacteria	1
WJ194L-6_S26	Tichowtungiia	Bacteria	3
WJ196L-10_S10	Tichowtungiia	Bacteria	1
WJ196L-11_S11	Tichowtungiia	Bacteria	2
WJ196L-4_S4	Tichowtungiia	Bacteria	2
WJ196L-9_S9	Tichowtungiia	Bacteria	1
191011_SND405_A_L007_APMG-6-1	Tissierellia	Bacteria	10
191011_SND405_A_L007_APMG-6-2	Tissierellia	Bacteria	59
191011_SND405_A_L007_APMG-6-3	Tissierellia	Bacteria	41
191011_SND405_A_L007_APMG-6-4	Tissierellia	Bacteria	34
191011_SND405_A_L007_APMG-6-5	Tissierellia	Bacteria	5
191011_SND405_A_L007_APMG-6-6	Tissierellia	Bacteria	11
200313_A00902_A_L001_APMG-8-1	Tissierellia	Bacteria	14
200313_A00902_A_L001_APMG-8-10	Tissierellia	Bacteria	18
200313_A00902_A_L001_APMG-8-11	Tissierellia	Bacteria	60
200313_A00902_A_L001_APMG-8-12	Tissierellia	Bacteria	43
200313_A00902_A_L001_APMG-8-2	Tissierellia	Bacteria	22
